Date,Panama,Suez
06/06/1987,1011,1043
06/07/1987,1011,1043
06/08/1987,1011,1043
06/09/1987,1011,1043
06/10/1987,1011,1043
06/11/1987,1011,1043
06/12/1987,1011,1043
06/13/1987,1011,1043
06/14/1987,1011,1043
06/15/1987,1011,1043
06/16/1987,1011,1043
06/17/1987,1011,1043
06/18/1987,1011,1043
06/19/1987,1011,1043
06/20/1987,1011,1043
06/21/1987,1011,1043
06/22/1987,1011,1043
06/23/1987,1011,1043
06/24/1987,1011,1043
06/25/1987,1011,1043
06/26/1987,1011,1043
06/27/1987,1011,1043
06/28/1987,1011,1043
06/29/1987,1011,1043
06/30/1987,1011,1043
07/01/1987,1054,1047
07/02/1987,1054,1047
07/03/1987,1054,1047
07/04/1987,1054,1047
07/05/1987,1054,1047
07/06/1987,1054,1047
07/07/1987,1054,1047
07/08/1987,1054,1047
07/09/1987,1054,1047
07/10/1987,1054,1047
07/11/1987,1054,1047
07/12/1987,1054,1047
07/13/1987,1054,1047
07/14/1987,1054,1047
07/15/1987,1054,1047
07/16/1987,1054,1047
07/17/1987,1054,1047
07/18/1987,1054,1047
07/19/1987,1054,1047
07/20/1987,1054,1047
07/21/1987,1054,1047
07/22/1987,1054,1047
07/23/1987,1054,1047
07/24/1987,1054,1047
07/25/1987,1054,1047
07/26/1987,1054,1047
07/27/1987,1054,1047
07/28/1987,1054,1047
07/29/1987,1054,1047
07/30/1987,1054,1047
07/31/1987,1054,1047
08/01/1987,1063,1107
08/02/1987,1063,1107
08/03/1987,1063,1107
08/04/1987,1063,1107
08/05/1987,1063,1107
08/06/1987,1063,1107
08/07/1987,1063,1107
08/08/1987,1063,1107
08/09/1987,1063,1107
08/10/1987,1063,1107
08/11/1987,1063,1107
08/12/1987,1063,1107
08/13/1987,1063,1107
08/14/1987,1063,1107
08/15/1987,1063,1107
08/16/1987,1063,1107
08/17/1987,1063,1107
08/18/1987,1063,1107
08/19/1987,1063,1107
08/20/1987,1063,1107
08/21/1987,1063,1107
08/22/1987,1063,1107
08/23/1987,1063,1107
08/24/1987,1063,1107
08/25/1987,1063,1107
08/26/1987,1063,1107
08/27/1987,1063,1107
08/28/1987,1063,1107
08/29/1987,1063,1107
08/30/1987,1063,1107
08/31/1987,1063,1107
09/01/1987,1017,1042
09/02/1987,1017,1042
09/03/1987,1017,1042
09/04/1987,1017,1042
09/05/1987,1017,1042
09/06/1987,1017,1042
09/07/1987,1017,1042
09/08/1987,1017,1042
09/09/1987,1017,1042
09/10/1987,1017,1042
09/11/1987,1017,1042
09/12/1987,1017,1042
09/13/1987,1017,1042
09/14/1987,1017,1042
09/15/1987,1017,1042
09/16/1987,1017,1042
09/17/1987,1017,1042
09/18/1987,1017,1042
09/19/1987,1017,1042
09/20/1987,1017,1042
09/21/1987,1017,1042
09/22/1987,1017,1042
09/23/1987,1017,1042
09/24/1987,1017,1042
09/25/1987,1017,1042
09/26/1987,1017,1042
09/27/1987,1017,1042
09/28/1987,1017,1042
09/29/1987,1017,1042
09/30/1987,1017,1042
10/01/1987,1060,1136
10/02/1987,1060,1136
10/03/1987,1060,1136
10/04/1987,1060,1136
10/05/1987,1060,1136
10/06/1987,1060,1136
10/07/1987,1060,1136
10/08/1987,1060,1136
10/09/1987,1060,1136
10/10/1987,1060,1136
10/11/1987,1060,1136
10/12/1987,1060,1136
10/13/1987,1060,1136
10/14/1987,1060,1136
10/15/1987,1060,1136
10/16/1987,1060,1136
10/17/1987,1060,1136
10/18/1987,1060,1136
10/19/1987,1060,1136
10/20/1987,1060,1136
10/21/1987,1060,1136
10/22/1987,1060,1136
10/23/1987,1060,1136
10/24/1987,1060,1136
10/25/1987,1060,1136
10/26/1987,1060,1136
10/27/1987,1060,1136
10/28/1987,1060,1136
10/29/1987,1060,1136
10/30/1987,1060,1136
10/31/1987,1060,1136
11/01/1987,1005,1000
11/02/1987,1005,1000
11/03/1987,1005,1000
11/04/1987,1005,1000
11/05/1987,1005,1000
11/06/1987,1005,1000
11/07/1987,1005,1000
11/08/1987,1005,1000
11/09/1987,1005,1000
11/10/1987,1005,1000
11/11/1987,1005,1000
11/12/1987,1005,1000
11/13/1987,1005,1000
11/14/1987,1005,1000
11/15/1987,1005,1000
11/16/1987,1005,1000
11/17/1987,1005,1000
11/18/1987,1005,1000
11/19/1987,1005,1000
11/20/1987,1005,1000
11/21/1987,1005,1000
11/22/1987,1005,1000
11/23/1987,1005,1000
11/24/1987,1005,1000
11/25/1987,1005,1000
11/26/1987,1005,1000
11/27/1987,1005,1000
11/28/1987,1005,1000
11/29/1987,1005,1000
11/30/1987,1005,1000
12/01/1987,1054,1006
12/02/1987,1054,1006
12/03/1987,1054,1006
12/04/1987,1054,1006
12/05/1987,1054,1006
12/06/1987,1054,1006
12/07/1987,1054,1006
12/08/1987,1054,1006
12/09/1987,1054,1006
12/10/1987,1054,1006
12/11/1987,1054,1006
12/12/1987,1054,1006
12/13/1987,1054,1006
12/14/1987,1054,1006
12/15/1987,1054,1006
12/16/1987,1054,1006
12/17/1987,1054,1006
12/18/1987,1054,1006
12/19/1987,1054,1006
12/20/1987,1054,1006
12/21/1987,1054,1006
12/22/1987,1054,1006
12/23/1987,1054,1006
12/24/1987,1054,1006
12/25/1987,1054,1006
12/26/1987,1054,1006
12/27/1987,1054,1006
12/28/1987,1054,1006
12/29/1987,1054,1006
12/30/1987,1054,1006
12/31/1987,1054,1006
01/01/1988,1079,1362
01/02/1988,1079,1362
01/03/1988,1079,1362
01/04/1988,1079,1362
01/05/1988,1079,1362
01/06/1988,1079,1362
01/07/1988,1079,1362
01/08/1988,1079,1362
01/09/1988,1079,1362
01/10/1988,1079,1362
01/11/1988,1079,1362
01/12/1988,1079,1362
01/13/1988,1079,1362
01/14/1988,1079,1362
01/15/1988,1079,1362
01/16/1988,1079,1362
01/17/1988,1079,1362
01/18/1988,1079,1362
01/19/1988,1079,1362
01/20/1988,1079,1362
01/21/1988,1079,1362
01/22/1988,1079,1362
01/23/1988,1079,1362
01/24/1988,1079,1362
01/25/1988,1079,1362
01/26/1988,1079,1362
01/27/1988,1079,1362
01/28/1988,1079,1362
01/29/1988,1079,1362
01/30/1988,1079,1362
01/31/1988,1079,1362
02/01/1988,963,1120
02/02/1988,963,1120
02/03/1988,963,1120
02/04/1988,963,1120
02/05/1988,963,1120
02/06/1988,963,1120
02/07/1988,963,1120
02/08/1988,963,1120
02/09/1988,963,1120
02/10/1988,963,1120
02/11/1988,963,1120
02/12/1988,963,1120
02/13/1988,963,1120
02/14/1988,963,1120
02/15/1988,963,1120
02/16/1988,963,1120
02/17/1988,963,1120
02/18/1988,963,1120
02/19/1988,963,1120
02/20/1988,963,1120
02/21/1988,963,1120
02/22/1988,963,1120
02/23/1988,963,1120
02/24/1988,963,1120
02/25/1988,963,1120
02/26/1988,963,1120
02/27/1988,963,1120
02/28/1988,963,1120
02/29/1988,963,1120
03/01/1988,1070,1115
03/02/1988,1070,1115
03/03/1988,1070,1115
03/04/1988,1070,1115
03/05/1988,1070,1115
03/06/1988,1070,1115
03/07/1988,1070,1115
03/08/1988,1070,1115
03/09/1988,1070,1115
03/10/1988,1070,1115
03/11/1988,1070,1115
03/12/1988,1070,1115
03/13/1988,1070,1115
03/14/1988,1070,1115
03/15/1988,1070,1115
03/16/1988,1070,1115
03/17/1988,1070,1115
03/18/1988,1070,1115
03/19/1988,1070,1115
03/20/1988,1070,1115
03/21/1988,1070,1115
03/22/1988,1070,1115
03/23/1988,1070,1115
03/24/1988,1070,1115
03/25/1988,1070,1115
03/26/1988,1070,1115
03/27/1988,1070,1115
03/28/1988,1070,1115
03/29/1988,1070,1115
03/30/1988,1070,1115
03/31/1988,1070,1115
04/01/1988,1044,1124
04/02/1988,1044,1124
04/03/1988,1044,1124
04/04/1988,1044,1124
04/05/1988,1044,1124
04/06/1988,1044,1124
04/07/1988,1044,1124
04/08/1988,1044,1124
04/09/1988,1044,1124
04/10/1988,1044,1124
04/11/1988,1044,1124
04/12/1988,1044,1124
04/13/1988,1044,1124
04/14/1988,1044,1124
04/15/1988,1044,1124
04/16/1988,1044,1124
04/17/1988,1044,1124
04/18/1988,1044,1124
04/19/1988,1044,1124
04/20/1988,1044,1124
04/21/1988,1044,1124
04/22/1988,1044,1124
04/23/1988,1044,1124
04/24/1988,1044,1124
04/25/1988,1044,1124
04/26/1988,1044,1124
04/27/1988,1044,1124
04/28/1988,1044,1124
04/29/1988,1044,1124
04/30/1988,1044,1124
05/01/1988,1057,1111
05/02/1988,1057,1111
05/03/1988,1057,1111
05/04/1988,1057,1111
05/05/1988,1057,1111
05/06/1988,1057,1111
05/07/1988,1057,1111
05/08/1988,1057,1111
05/09/1988,1057,1111
05/10/1988,1057,1111
05/11/1988,1057,1111
05/12/1988,1057,1111
05/13/1988,1057,1111
05/14/1988,1057,1111
05/15/1988,1057,1111
05/16/1988,1057,1111
05/17/1988,1057,1111
05/18/1988,1057,1111
05/19/1988,1057,1111
05/20/1988,1057,1111
05/21/1988,1057,1111
05/22/1988,1057,1111
05/23/1988,1057,1111
05/24/1988,1057,1111
05/25/1988,1057,1111
05/26/1988,1057,1111
05/27/1988,1057,1111
05/28/1988,1057,1111
05/29/1988,1057,1111
05/30/1988,1057,1111
05/31/1988,1057,1111
06/01/1988,1011,1043
06/02/1988,1011,1043
06/03/1988,1011,1043
06/04/1988,1011,1043
06/05/1988,1011,1043
06/06/1988,1011,1043
06/07/1988,1011,1043
06/08/1988,1011,1043
06/09/1988,1011,1043
06/10/1988,1011,1043
06/11/1988,1011,1043
06/12/1988,1011,1043
06/13/1988,1011,1043
06/14/1988,1011,1043
06/15/1988,1011,1043
06/16/1988,1011,1043
06/17/1988,1011,1043
06/18/1988,1011,1043
06/19/1988,1011,1043
06/20/1988,1011,1043
06/21/1988,1011,1043
06/22/1988,1011,1043
06/23/1988,1011,1043
06/24/1988,1011,1043
06/25/1988,1011,1043
06/26/1988,1011,1043
06/27/1988,1011,1043
06/28/1988,1011,1043
06/29/1988,1011,1043
06/30/1988,1011,1043
07/01/1988,1054,1047
07/02/1988,1054,1047
07/03/1988,1054,1047
07/04/1988,1054,1047
07/05/1988,1054,1047
07/06/1988,1054,1047
07/07/1988,1054,1047
07/08/1988,1054,1047
07/09/1988,1054,1047
07/10/1988,1054,1047
07/11/1988,1054,1047
07/12/1988,1054,1047
07/13/1988,1054,1047
07/14/1988,1054,1047
07/15/1988,1054,1047
07/16/1988,1054,1047
07/17/1988,1054,1047
07/18/1988,1054,1047
07/19/1988,1054,1047
07/20/1988,1054,1047
07/21/1988,1054,1047
07/22/1988,1054,1047
07/23/1988,1054,1047
07/24/1988,1054,1047
07/25/1988,1054,1047
07/26/1988,1054,1047
07/27/1988,1054,1047
07/28/1988,1054,1047
07/29/1988,1054,1047
07/30/1988,1054,1047
07/31/1988,1054,1047
08/01/1988,1063,1107
08/02/1988,1063,1107
08/03/1988,1063,1107
08/04/1988,1063,1107
08/05/1988,1063,1107
08/06/1988,1063,1107
08/07/1988,1063,1107
08/08/1988,1063,1107
08/09/1988,1063,1107
08/10/1988,1063,1107
08/11/1988,1063,1107
08/12/1988,1063,1107
08/13/1988,1063,1107
08/14/1988,1063,1107
08/15/1988,1063,1107
08/16/1988,1063,1107
08/17/1988,1063,1107
08/18/1988,1063,1107
08/19/1988,1063,1107
08/20/1988,1063,1107
08/21/1988,1063,1107
08/22/1988,1063,1107
08/23/1988,1063,1107
08/24/1988,1063,1107
08/25/1988,1063,1107
08/26/1988,1063,1107
08/27/1988,1063,1107
08/28/1988,1063,1107
08/29/1988,1063,1107
08/30/1988,1063,1107
08/31/1988,1063,1107
09/01/1988,1017,1042
09/02/1988,1017,1042
09/03/1988,1017,1042
09/04/1988,1017,1042
09/05/1988,1017,1042
09/06/1988,1017,1042
09/07/1988,1017,1042
09/08/1988,1017,1042
09/09/1988,1017,1042
09/10/1988,1017,1042
09/11/1988,1017,1042
09/12/1988,1017,1042
09/13/1988,1017,1042
09/14/1988,1017,1042
09/15/1988,1017,1042
09/16/1988,1017,1042
09/17/1988,1017,1042
09/18/1988,1017,1042
09/19/1988,1017,1042
09/20/1988,1017,1042
09/21/1988,1017,1042
09/22/1988,1017,1042
09/23/1988,1017,1042
09/24/1988,1017,1042
09/25/1988,1017,1042
09/26/1988,1017,1042
09/27/1988,1017,1042
09/28/1988,1017,1042
09/29/1988,1017,1042
09/30/1988,1017,1042
10/01/1988,1060,1136
10/02/1988,1060,1136
10/03/1988,1060,1136
10/04/1988,1060,1136
10/05/1988,1060,1136
10/06/1988,1060,1136
10/07/1988,1060,1136
10/08/1988,1060,1136
10/09/1988,1060,1136
10/10/1988,1060,1136
10/11/1988,1060,1136
10/12/1988,1060,1136
10/13/1988,1060,1136
10/14/1988,1060,1136
10/15/1988,1060,1136
10/16/1988,1060,1136
10/17/1988,1060,1136
10/18/1988,1060,1136
10/19/1988,1060,1136
10/20/1988,1060,1136
10/21/1988,1060,1136
10/22/1988,1060,1136
10/23/1988,1060,1136
10/24/1988,1060,1136
10/25/1988,1060,1136
10/26/1988,1060,1136
10/27/1988,1060,1136
10/28/1988,1060,1136
10/29/1988,1060,1136
10/30/1988,1060,1136
10/31/1988,1060,1136
11/01/1988,1005,1000
11/02/1988,1005,1000
11/03/1988,1005,1000
11/04/1988,1005,1000
11/05/1988,1005,1000
11/06/1988,1005,1000
11/07/1988,1005,1000
11/08/1988,1005,1000
11/09/1988,1005,1000
11/10/1988,1005,1000
11/11/1988,1005,1000
11/12/1988,1005,1000
11/13/1988,1005,1000
11/14/1988,1005,1000
11/15/1988,1005,1000
11/16/1988,1005,1000
11/17/1988,1005,1000
11/18/1988,1005,1000
11/19/1988,1005,1000
11/20/1988,1005,1000
11/21/1988,1005,1000
11/22/1988,1005,1000
11/23/1988,1005,1000
11/24/1988,1005,1000
11/25/1988,1005,1000
11/26/1988,1005,1000
11/27/1988,1005,1000
11/28/1988,1005,1000
11/29/1988,1005,1000
11/30/1988,1005,1000
12/01/1988,1054,1006
12/02/1988,1054,1006
12/03/1988,1054,1006
12/04/1988,1054,1006
12/05/1988,1054,1006
12/06/1988,1054,1006
12/07/1988,1054,1006
12/08/1988,1054,1006
12/09/1988,1054,1006
12/10/1988,1054,1006
12/11/1988,1054,1006
12/12/1988,1054,1006
12/13/1988,1054,1006
12/14/1988,1054,1006
12/15/1988,1054,1006
12/16/1988,1054,1006
