fecha,Price,Open,High,Low,Vol.
2015-11-16,41.74,40.92,42.25,40.06,535.18
2015-12-03,41.08,40.15,41.78,40.07,496.88
2016-04-12,42.17,40.35,42.25,40.09,796.84
2015-08-20,41.14,40.58,41.48,40.21,24.78
2015-11-13,40.74,41.61,42.21,40.22,480.89
2015-08-19,40.8,42.41,42.68,40.4,107.58
2015-11-23,41.75,41.49,42.75,40.41,516.19
2016-08-04,41.93,41.16,42.08,40.43,598.84
2016-07-29,41.6,41.12,41.67,40.57,478.76
2015-11-17,40.67,41.96,42.03,40.58,363.71
2016-03-22,41.45,41.59,41.9,40.77,463.69
2016-04-14,41.5,41.54,42.16,40.84,488.61
2016-07-28,41.14,41.93,42.22,41.04,447.91
2016-08-05,41.8,41.84,42.1,41.06,550.19
2016-08-11,43.49,41.48,43.86,41.1,682.24
2015-12-01,41.85,41.73,42.23,41.17,415.54
2016-04-13,41.76,41.63,42.42,41.24,730.44
2015-08-14,42.5,42.23,42.96,41.35,317.21
2016-08-10,41.71,42.74,43.39,41.42,676.15
2015-08-18,42.62,41.88,42.9,41.43,200.19
2015-11-30,41.65,41.77,42.61,41.5,369.51
2015-11-12,41.75,43.05,43.33,41.54,545.35
2015-08-17,41.87,42.18,42.69,41.64,314.28
2015-11-27,41.71,43.25,43.3,41.67,316.48
2016-07-27,41.92,42.66,43.2,41.68,537.39
2015-11-25,43.04,42.69,43.25,41.72,383.16
2015-08-28,45.22,42.68,45.9,41.78,666.33
2016-08-08,43.02,41.99,43.39,41.81,562.53
2015-11-24,42.87,42.04,43.46,41.86,430.3
2015-08-13,42.23,43.34,43.72,41.91,420.15
2015-03-18,44.66,42.51,45.34,42.03,220.64
2016-11-14,43.32,43.2,43.81,42.2,704.77
2015-11-26,42.59,43.08,43.29,42.3,
2016-07-26,42.92,43.07,43.39,42.36,461.32
2015-03-17,43.46,43.84,44.2,42.41,346.31
2016-08-09,42.77,42.83,43.52,42.47,624.7
2016-04-26,44.04,42.96,44.83,42.5,564.39
2016-09-20,43.44,43.13,44.05,42.55,37.38
2016-04-25,42.64,43.75,44.04,42.58,606.38
2015-10-27,43.2,43.78,43.91,42.58,370.83
2015-11-11,42.93,43.63,44.11,42.62,502.37
2015-08-11,43.08,44.81,45.34,42.69,538.01
2016-09-16,43.03,43.71,43.75,42.74,231.19
2015-03-19,43.96,44.6,44.71,42.75,106.91
2015-08-12,43.3,43.27,43.87,42.8,492.27
2015-03-16,43.88,44.81,45.0,42.85,367.6
2016-07-25,43.13,44.2,44.37,42.97,389.84
2016-09-01,43.16,44.85,45.08,43.0,605.0
2016-11-11,43.41,44.35,44.63,43.03,631.14
2016-05-10,44.66,43.25,44.79,43.03,709.42
2016-04-21,43.18,43.97,44.49,43.05,671.1
2015-10-28,45.94,43.44,46.22,43.06,521.52
2016-11-09,45.27,44.82,45.95,43.07,946.51
2016-04-22,43.73,43.42,44.45,43.11,575.11
2016-09-19,43.3,43.18,44.15,43.12,129.86
2016-09-02,44.44,43.55,44.67,43.16,576.92
2015-09-02,46.25,44.26,46.77,43.21,689.3
2016-05-04,43.78,43.85,44.88,43.22,711.13
2016-05-09,43.44,45.0,45.94,43.24,767.57
2016-09-15,43.91,43.7,44.34,43.26,537.19
2016-08-12,44.49,43.46,44.78,43.31,536.08
2015-03-20,45.72,43.99,46.53,43.31,22.46
2016-05-03,43.65,44.92,45.35,43.32,625.55
2015-08-10,44.96,43.58,45.01,43.35,491.43
2015-09-10,45.92,44.16,46.04,43.36,498.99
2016-09-14,43.58,45.0,45.33,43.42,705.86
2016-05-06,44.66,44.52,45.34,43.54,695.31
2016-11-15,45.81,43.76,46.09,43.55,706.18
2016-11-04,44.07,44.63,44.87,43.57,736.69
2015-11-10,44.21,44.1,44.76,43.57,445.97
2015-01-29,44.53,44.43,44.96,43.58,300.73
2015-09-14,44.0,44.78,44.97,43.59,326.27
2015-08-31,49.2,45.0,49.33,43.6,757.5
2015-11-09,43.87,44.52,45.12,43.64,487.99
2015-10-26,43.98,44.74,44.94,43.64,302.08
2016-07-20,44.94,44.59,45.25,43.69,29.39
2015-08-07,43.87,44.82,45.16,43.7,400.07
2015-09-24,44.91,44.62,45.18,43.71,371.98
2016-07-22,44.19,44.6,44.97,43.74,428.41
2016-04-27,45.33,44.64,45.62,43.77,648.03
2016-09-06,44.83,44.15,46.53,43.84,932.15
2015-09-15,44.59,44.11,45.25,43.92,335.95
2016-05-11,46.23,44.6,46.36,43.96,869.96
2016-05-05,44.32,44.04,46.07,43.96,746.16
2015-10-02,45.54,45.07,45.81,43.97,420.74
2015-09-09,44.15,45.79,46.26,44.05,422.74
2016-09-05,45.07,44.12,46.53,44.07,
2015-01-28,44.45,45.83,45.83,44.08,365.44
2016-09-04,44.11,44.15,44.38,44.1,
2016-11-07,44.89,44.45,45.01,44.11,605.73
2015-11-06,44.29,45.41,45.64,44.11,448.13
2015-09-08,45.94,45.82,46.41,44.14,508.82
2015-09-07,44.7,45.72,45.92,44.15,
2015-09-01,45.41,48.1,48.87,44.15,713.42
2015-09-11,44.63,45.71,45.88,44.16,395.84
2016-09-27,44.67,45.62,45.96,44.19,630.76
2015-10-23,44.6,45.44,45.75,44.2,406.58
2015-08-06,44.66,45.16,45.27,44.2,360.98
2015-01-13,45.89,45.69,46.79,44.2,476.54
2016-09-23,44.48,46.07,46.55,44.22,718.4
2015-09-18,44.68,46.89,47.03,44.24,211.3
2016-11-10,44.66,45.31,45.64,44.25,686.34
2015-09-29,45.23,44.5,45.7,44.3,265.18
2015-09-28,44.43,45.38,45.5,44.3,273.91
2015-01-30,48.24,44.63,48.35,44.31,454.14
2016-09-28,47.05,44.96,47.45,44.35,1.01
2015-01-26,45.15,45.2,46.41,44.35,310.64
2016-11-03,44.66,45.48,45.9,44.37,540.44
2016-08-15,45.74,44.74,45.93,44.38,522.53
2016-11-08,44.98,44.97,45.39,44.41,669.64
2015-09-23,44.48,46.54,47.15,44.41,411.96
2016-07-11,44.76,45.07,45.77,44.42,533.66
2016-09-26,45.93,44.62,46.2,44.43,527.12
2016-09-21,45.34,44.5,45.65,44.5,585.99
2016-08-31,44.7,46.24,46.41,44.51,549.01
2016-07-12,46.8,44.58,46.93,44.51,658.26
2016-07-21,44.75,45.65,46.09,44.52,432.97
2016-07-19,44.65,45.23,45.67,44.53,128.13
2016-05-02,44.78,45.9,46.15,44.54,464.03
2016-11-18,45.69,44.93,45.77,44.55,155.65
2016-09-07,45.5,44.85,46.17,44.55,572.88
2016-07-13,44.75,46.58,46.71,44.56,686.25
2015-10-01,44.74,45.38,47.1,44.63,478.98
2015-09-30,45.09,44.92,45.85,44.68,355.85
2015-09-21,46.68,44.97,46.74,44.69,104.53
2016-09-12,46.29,45.57,46.51,44.72,745.02
2015-03-13,44.84,46.93,47.28,44.75,395.72
2016-09-13,44.9,46.06,46.13,44.77,657.78
2016-07-08,45.41,45.19,45.97,44.77,583.08
2015-01-27,46.23,45.13,46.55,44.81,313.14
2016-11-29,45.23,46.88,46.98,44.82,732.82
2015-09-16,47.15,45.16,47.35,44.82,421.98
2015-08-05,45.15,45.96,46.7,44.83,367.33
2016-07-18,45.24,46.12,46.14,44.86,211.39
2015-10-21,45.2,45.88,46.08,44.86,384.29
2015-09-25,45.7,45.05,46.38,44.86,338.62
2016-07-07,45.14,47.88,48.25,44.87,710.89
2016-11-17,45.42,45.37,46.58,44.88,284.87
2015-10-22,45.38,45.27,46.1,44.9,322.74
2016-04-28,46.03,45.3,46.14,44.94,487.41
2016-07-14,45.68,45.14,45.8,44.95,573.76
2016-11-02,45.34,46.32,46.47,44.96,674.32
2015-01-14,48.48,46.16,48.91,45.01,510.25
2016-11-16,45.57,45.77,46.41,45.03,658.17
2016-07-15,45.95,45.52,46.33,45.05,430.26
2015-08-03,45.17,46.86,46.94,45.08,371.09
2015-11-05,45.2,46.57,46.65,45.12,437.65
2016-11-28,47.08,45.43,47.65,45.14,734.38
2015-09-22,45.83,46.45,46.48,45.14,29.99
2015-10-29,46.06,46.06,46.79,45.16,436.51
2015-10-05,46.26,45.65,46.94,45.21,323.06
2015-01-23,45.59,46.63,47.76,45.21,374.29
2016-11-30,49.44,45.24,49.9,45.22,1.31
2015-10-20,45.55,46.25,46.52,45.23,38.95
2015-10-15,46.38,46.28,47.02,45.23,370.94
2016-04-29,45.92,45.9,46.78,45.24,598.44
2015-08-04,45.74,45.35,46.23,45.29,285.79
2015-03-23,47.45,46.41,47.61,45.33,292.42
2016-08-16,46.58,45.59,46.73,45.34,550.44
2015-10-30,46.59,45.74,47.03,45.48,363.31
2016-09-22,46.32,45.62,46.52,45.52,521.68
2016-09-09,45.88,47.36,47.36,45.56,688.19
2015-11-02,46.14,46.43,46.73,45.56,305.52
2016-05-12,46.7,46.0,47.02,45.61,715.1
2015-09-06,45.72,45.72,45.87,45.61,
2015-09-04,46.05,46.68,47.23,45.61,385.63
2015-01-12,46.07,48.19,48.19,45.62,394.95
2015-09-03,46.75,46.11,48.42,45.65,539.45
2015-10-06,48.53,46.2,49.08,45.73,453.1
2016-05-13,46.21,46.41,46.49,45.75,519.36
2016-11-21,47.49,45.83,47.8,45.77,34.92
2016-09-08,47.62,46.12,47.75,45.77,761.94
2016-06-27,46.33,47.81,47.96,45.83,504.61
2016-06-17,47.98,45.99,48.29,45.83,226.65
2016-08-17,46.79,46.37,46.95,45.84,563.35
2015-10-19,45.89,47.27,47.49,45.85,125.84
2015-01-22,46.31,47.35,49.09,45.87,426.83
2016-11-25,46.06,47.97,48.26,45.88,465.98
2015-01-20,46.39,48.69,48.77,45.89,49.74
2016-06-16,46.21,47.45,47.75,45.91,507.91
2016-07-06,47.43,46.83,47.95,45.92,607.66
2015-10-14,46.64,46.69,46.96,45.94,348.24
2015-01-16,48.69,46.35,48.87,45.95,175.63
2015-11-03,47.9,46.11,48.36,45.96,434.57
2015-01-15,46.25,48.6,51.27,46.07,478.34
2016-05-16,47.72,46.28,47.98,46.15,550.86
2015-10-16,47.26,46.87,47.5,46.16,198.13
2015-11-04,46.32,47.74,48.28,46.17,459.31
2016-11-01,46.67,46.77,47.35,46.2,834.99
2016-08-30,46.35,46.98,47.49,46.21,464.45
2016-07-05,46.6,49.11,49.35,46.33,609.19
2015-09-17,46.9,47.13,47.71,46.33,366.39
2016-08-25,47.33,46.8,47.46,46.42,458.82
2015-10-13,46.66,47.46,48.43,46.44,465.39
2016-08-24,46.77,47.59,47.74,46.45,603.5
2016-06-28,47.85,46.59,48.18,46.54,498.85
2015-01-21,47.78,46.69,48.2,46.55,340.25
2016-08-23,48.1,47.39,48.32,46.59,623.9
2016-09-29,47.83,47.2,48.32,46.6,702.65
2016-08-29,46.98,47.22,47.28,46.62,309.25
2016-10-31,46.86,48.25,48.74,46.63,649.24
2016-08-18,48.22,46.9,48.38,46.63,229.28
2015-03-24,47.51,47.46,48.56,46.67,309.55
2015-02-02,49.57,47.59,50.56,46.67,511.41
2015-07-28,47.98,47.02,48.44,46.68,338.11
2016-06-24,47.64,50.3,50.45,46.7,649.45
2015-07-31,47.12,48.47,48.62,46.7,334.47
2016-05-19,48.16,47.87,48.28,46.73,108.82
2016-08-22,47.05,48.4,48.4,46.75,36.53
2015-01-07,48.65,48.0,49.31,46.83,460.08
2015-03-12,47.05,48.44,48.76,46.86,358.38
2015-07-27,47.39,48.0,48.2,46.91,273.61
2016-08-26,47.64,47.37,48.46,46.94,558.34
2015-03-25,49.21,47.72,49.46,47.0,398.8
2016-09-30,48.24,47.76,48.3,47.04,496.52
2015-10-12,47.1,49.51,50.13,47.04,408.66
2015-04-01,50.09,47.55,50.45,47.05,451.1
2015-01-09,48.36,48.92,49.61,47.16,421.01
2016-11-22,48.03,48.37,49.2,47.17,826.21
2016-06-15,48.01,47.9,48.72,47.28,527.87
2015-03-31,47.6,48.73,48.73,47.28,365.75
2015-03-11,48.17,48.77,49.05,47.33,404.59
2015-02-05,50.48,48.67,52.1,47.36,596.85
2015-07-29,48.79,47.81,49.52,47.39,366.89
2016-11-23,47.96,47.94,48.43,47.4,556.86
2016-05-23,48.08,48.46,48.5,47.4,475.45
2016-05-20,47.75,48.2,48.79,47.44,28.52
2016-05-17,48.31,47.9,48.76,47.53,470.44
2015-01-06,47.93,50.0,50.37,47.55,451.64
2015-03-30,48.68,48.57,49.16,47.61,355.87
2016-05-24,48.62,48.08,49.27,47.64,475.97
2015-01-19,47.78,48.84,49.19,47.64,
2015-10-07,47.81,49.0,49.71,47.7,547.49
2015-07-24,48.14,48.79,49.03,47.72,278.23
2015-01-08,48.79,48.78,49.65,47.73,362.08
2016-06-01,49.01,48.82,49.25,47.75,568.84
2016-05-18,48.19,48.53,48.95,47.75,343.18
2015-10-08,49.43,48.11,50.07,47.76,509.76
2016-10-03,48.81,48.04,49.02,47.78,458.02
2016-11-24,47.98,48.03,48.26,47.8,
2015-02-26,48.17,51.0,51.22,47.8,459.58
2016-06-14,48.49,48.52,48.69,47.84,456.14
2016-07-01,48.99,48.38,49.3,47.9,405.19
2016-08-19,48.52,48.33,48.75,47.93,162.44
2015-02-04,48.45,51.67,52.56,47.95,577.52
2016-06-02,49.17,48.9,49.47,47.97,564.85
2016-06-29,49.88,48.06,50.0,47.98,511.48
2015-02-11,48.84,50.98,51.14,48.05,519.27
2015-04-02,49.14,49.59,50.27,48.11,453.39
2016-06-20,49.37,48.29,49.42,48.14,98.29
2016-06-21,48.85,49.14,49.32,48.16,30.11
2016-06-13,48.88,48.85,49.28,48.16,506.04
2016-06-30,48.33,49.55,49.62,48.17,508.74
2015-03-10,48.29,50.08,50.36,48.2,395.76
2015-07-23,48.45,49.23,49.63,48.21,316.06
2015-03-27,48.87,51.01,51.38,48.21,384.09
2016-10-04,48.69,48.65,49.26,48.26,513.71
2016-06-03,48.62,49.04,49.41,48.33,481.03
2015-07-30,48.52,48.83,49.36,48.34,247.66
2016-06-22,49.13,50.22,50.54,48.4,569.94
2016-10-28,48.7,49.61,49.81,48.42,550.08
2015-02-25,50.99,49.16,51.28,48.43,429.52
2015-02-27,49.76,48.97,49.94,48.46,399.49
2016-07-04,48.65,49.01,49.35,48.54,
2016-05-25,49.56,49.09,49.75,48.65,550.5
2015-02-23,49.45,50.75,50.99,48.67,475.38
2015-02-24,49.28,49.42,50.33,48.68,293.1
2016-05-27,49.33,49.31,49.6,48.69,406.39
2016-06-06,49.69,48.88,49.9,48.71,450.47
2015-03-02,49.59,49.45,51.04,48.71,427.18
2015-03-26,51.43,49.02,52.48,48.73,515.28
2015-01-18,48.85,48.95,49.06,48.78,
2016-06-10,49.07,50.47,50.73,48.8,596.12
2016-05-31,49.1,49.54,50.1,48.81,476.99
2016-10-26,49.18,49.31,50.1,48.87,679.32
2015-03-06,49.61,50.89,51.22,48.88,406.84
2016-07-03,49.01,49.14,49.22,48.94,
2016-12-01,51.06,49.07,51.8,48.98,974.81
2016-10-27,49.72,49.22,50.06,49.0,543.17
2015-07-22,49.19,50.71,50.71,49.04,347.99
2016-06-23,50.11,49.08,50.23,49.08,401.89
2016-05-30,49.51,49.56,49.75,49.08,
2016-10-05,49.83,49.26,49.97,49.1,520.07
2015-04-03,49.14,49.14,49.14,49.14,
2015-02-12,51.21,49.42,51.6,49.14,563.66
2016-10-10,51.35,49.57,51.6,49.15,686.07
2015-02-19,51.16,50.55,52.14,49.15,125.21
2015-10-09,49.63,49.69,50.92,49.17,508.68
2016-05-26,49.48,49.7,50.21,49.22,488.47
2015-03-09,50.0,49.6,50.79,49.25,409.88
2016-10-25,49.96,50.49,50.93,49.27,553.78
2016-10-06,50.44,49.65,50.63,49.33,547.92
2016-10-13,50.44,50.0,50.59,49.36,740.68
2016-10-07,49.81,50.59,50.74,49.4,618.81
2016-06-07,50.36,49.71,50.53,49.44,542.25
2015-03-03,50.52,49.8,50.83,49.45,370.6
2016-10-17,49.94,50.23,50.58,49.47,418.72
2015-04-06,52.14,49.47,52.24,49.47,325.28
2016-05-29,49.58,49.54,49.71,49.54,
2015-03-04,51.53,50.61,51.99,49.6,463.99
2016-12-08,50.84,49.88,50.98,49.61,780.06
2016-10-24,50.52,50.85,50.98,49.62,623.4
2015-01-05,50.04,52.61,52.73,49.68,375.78
2015-02-03,53.05,49.79,54.24,49.69,644.92
2016-12-07,49.77,50.93,51.2,49.72,816.88
2016-10-18,50.29,50.04,50.78,49.76,192.8
2015-07-21,50.36,49.95,51.02,49.77,23.13
2015-07-20,50.15,50.76,51.26,49.85,102.6
2015-02-10,50.02,52.43,52.65,49.86,501.7
2016-10-12,50.18,50.84,51.17,49.89,533.88
2016-10-14,50.35,50.58,51.14,49.9,519.43
2015-02-20,50.34,51.24,51.85,49.91,30.66
2016-12-15,50.9,50.79,51.48,49.95,551.76
2015-04-10,51.64,50.73,51.93,50.08,395.14
2015-07-17,50.89,50.91,51.23,50.14,203.49
2016-12-02,51.68,51.01,51.73,50.18,667.1
2016-10-21,50.85,50.66,51.02,50.21,551.3
2016-06-09,50.56,51.45,51.67,50.23,560.72
2016-10-20,50.43,51.4,51.58,50.25,24.86
2016-12-06,50.93,50.97,51.6,50.28,642.75
2016-06-08,51.23,50.41,51.62,50.32,656.42
2015-02-18,52.14,53.24,53.41,50.32,257.48
2015-04-08,50.42,53.18,53.23,50.37,552.63
2016-10-11,50.79,51.1,51.54,50.39,765.61
2016-12-16,51.9,51.1,52.08,50.5,252.57
2015-04-09,50.79,51.0,52.07,50.51,449.53
2015-07-07,52.33,52.75,53.43,50.58,527.27
2015-03-05,50.76,51.62,52.4,50.61,370.95
2016-12-14,51.04,52.45,52.78,50.67,677.96
2016-10-19,51.6,50.77,51.93,50.69,132.43
2015-02-06,51.69,50.86,53.16,50.72,584.98
2015-02-17,53.53,52.75,54.15,50.81,518.8
2015-07-16,50.91,51.62,52.17,50.84,319.17
2016-12-09,51.5,50.92,51.66,50.86,652.04
2015-07-14,53.04,52.0,53.43,50.88,422.76
2015-07-08,51.65,52.91,52.96,50.91,434.75
2016-12-05,51.79,51.46,52.42,50.93,600.78
2015-02-13,52.78,51.35,53.43,51.03,437.07
2015-04-07,53.98,51.95,54.13,51.17,548.87
2015-07-15,51.41,53.4,53.5,51.21,334.56
2015-07-13,52.2,52.15,53.17,51.26,359.48
2015-04-13,51.91,51.81,53.1,51.47,375.53
2015-07-09,52.78,51.83,53.54,51.48,382.33
2016-12-19,52.12,52.15,52.52,51.51,129.99
2015-02-09,52.86,52.01,53.99,51.65,536.36
2015-04-14,53.29,52.05,53.79,51.83,431.03
2016-12-20,52.23,52.11,52.7,51.85,26.17
2015-07-10,52.74,52.48,53.89,51.96,349.08
2015-01-02,52.69,53.76,55.11,52.03,268.71
2016-12-22,52.95,52.52,53.19,52.08,393.49
2016-12-12,52.83,52.58,54.51,52.18,847.03
2016-12-23,53.02,52.68,53.28,52.26,285.17
2016-12-21,52.49,53.56,53.79,52.32,471.99
2016-12-13,52.98,52.51,53.41,52.35,638.4
2015-07-06,52.53,56.42,56.79,52.41,540.61
2015-02-16,53.61,54.04,54.08,52.92,
2016-12-27,53.9,53.29,54.1,53.03,277.31
2016-12-26,53.19,53.33,53.34,53.14,
2015-04-15,56.39,53.55,56.69,53.39,508.9
2016-12-30,53.72,53.87,54.09,53.41,271.09
2016-12-29,53.77,53.66,54.21,53.46,360.19
2016-12-28,54.06,53.93,54.37,53.56,322.54
2015-02-15,54.06,53.75,54.42,53.71,
2015-01-01,54.56,53.73,54.85,53.72,
2015-04-20,56.38,56.16,57.17,54.85,112.38
2015-04-21,55.26,56.41,56.91,55.01,29.6
2015-04-16,56.71,55.92,57.42,55.07,413.13
2015-04-17,55.74,56.56,56.88,55.31,230.62
2015-07-03,55.52,56.6,56.78,55.42,
2015-04-22,56.16,56.34,57.19,55.73,329.63
2015-04-23,57.74,56.28,58.41,55.76,415.57
2015-04-28,57.06,56.65,57.83,56.07,281.86
2015-07-02,56.93,56.87,57.95,56.5,297.05
2015-04-24,57.15,57.53,57.95,56.5,328.32
2015-05-28,57.68,57.63,58.07,56.51,340.68
2015-04-27,56.99,57.3,57.89,56.52,250.56
2015-04-29,58.58,56.93,59.33,56.54,411.1
2015-07-01,56.96,58.98,58.98,56.68,373.41
2015-06-05,59.13,57.99,59.23,56.83,461.02
2015-05-19,57.26,59.54,59.63,57.09,30.3
2015-05-27,57.51,58.32,58.95,57.36,314.92
2015-05-26,58.03,60.05,60.25,57.71,330.13
2015-05-29,60.3,57.97,60.7,57.72,452.22
2015-06-04,58.0,59.57,59.94,57.83,363.35
2015-06-08,58.14,58.96,59.13,57.86,339.85
2015-06-30,59.47,58.27,59.69,57.94,282.48
2015-06-29,58.33,58.84,59.27,58.04,286.04
2015-05-20,58.98,58.32,59.04,58.1,287.13
2015-05-08,59.39,59.02,59.9,58.14,434.58
2015-06-09,60.14,58.31,60.68,58.23,405.49
2015-05-01,59.15,59.79,59.9,58.32,244.75
2015-04-30,59.63,58.55,59.85,58.38,340.32
2015-05-15,59.69,59.67,59.97,58.42,222.09
2015-05-04,58.93,59.3,59.73,58.45,215.05
2015-05-07,58.94,60.69,61.31,58.49,437.02
2015-05-05,60.4,58.95,61.1,58.63,389.74
2015-05-21,60.72,58.81,60.94,58.69,329.77
2015-06-15,59.52,59.9,59.98,58.73,275.19
2015-05-11,59.25,59.43,59.85,58.75,332.69
2015-06-26,59.63,59.66,59.96,58.76,231.96
2015-06-17,59.92,60.03,61.38,58.85,396.16
2015-06-19,59.61,60.5,60.56,58.88,116.66
2015-06-22,59.68,59.44,60.3,58.93,26.74
2015-05-18,59.43,59.85,60.88,59.06,144.39
2015-05-25,59.85,59.93,60.24,59.11,
2015-05-12,60.75,59.27,61.36,59.12,397.35
2015-06-18,60.45,59.78,60.89,59.25,181.88
2015-06-01,60.2,60.29,60.64,59.33,292.19
2015-06-03,59.64,61.02,61.43,59.34,371.3
2015-05-22,59.72,60.66,60.8,59.35,230.31
2015-05-14,59.88,60.1,60.84,59.36,361.43
2015-06-16,59.97,59.6,60.37,59.42,233.94
2015-06-25,59.7,60.22,60.46,59.43,222.34
